Date,Temperature
02/05/2024 14:59:32,16.5
02/05/2024 15:09:33,17
02/05/2024 15:19:31,16.7
02/05/2024 15:29:31,14.4
02/05/2024 15:39:30,13.8
02/05/2024 15:49:30,13.8
02/05/2024 15:59:30,13.8
02/05/2024 16:09:31,13.5
02/05/2024 16:19:31,13.5
02/05/2024 16:29:30,13.4
02/05/2024 16:39:30,13.8
02/05/2024 16:49:30,13.7
02/05/2024 16:59:30,14.2
02/05/2024 17:09:30,14.3
02/05/2024 17:19:29,14.1
02/05/2024 17:29:29,13.9
02/05/2024 17:39:28,14
02/05/2024 17:49:28,13.8
02/05/2024 17:59:28,13.9
02/05/2024 18:09:26,28.8
02/05/2024 18:19:26,30.5
02/05/2024 18:29:26,29.9
02/05/2024 18:39:25,29.8
02/05/2024 18:49:24,30
02/05/2024 18:59:23,30.3
02/05/2024 19:09:22,30.5
02/05/2024 19:19:21,30.6
02/05/2024 19:29:20,30.8
02/05/2024 19:39:19,30.8
02/05/2024 19:49:18,31
02/05/2024 19:59:17,31.1
02/05/2024 20:09:17,31.1
02/05/2024 20:19:17,31.3
02/05/2024 20:29:17,31.3
02/05/2024 20:39:16,31.3
02/05/2024 20:49:16,31.3
02/05/2024 20:59:16,31.4
02/05/2024 21:09:14,32.4
02/05/2024 21:19:14,32.7
02/05/2024 21:29:13,32.7
02/05/2024 21:39:13,32
02/05/2024 21:49:12,31.9
02/05/2024 21:59:11,31.8
02/05/2024 22:09:11,31.6
02/05/2024 22:19:10,31.6
02/05/2024 22:29:10,31.6
02/05/2024 22:39:09,31.6
02/05/2024 22:49:09,31.6
02/05/2024 22:59:08,31.6
02/05/2024 23:09:07,31.6
02/05/2024 23:19:07,31.6
02/05/2024 23:29:06,31.7
02/05/2024 23:39:05,31.7
02/05/2024 23:49:05,31.7
02/05/2024 23:59:05,31.7
03/05/2024 00:09:04,32.7
03/05/2024 00:19:03,32.2
03/05/2024 00:29:03,31.9
03/05/2024 00:39:02,31.8
03/05/2024 00:49:02,31.8
03/05/2024 00:59:01,31.9
03/05/2024 01:09:00,33
03/05/2024 01:18:59,32.3
03/05/2024 01:29:00,32.2
03/05/2024 01:38:59,32
03/05/2024 01:48:58,32
03/05/2024 01:58:58,32.6
03/05/2024 02:08:57,32.8
03/05/2024 02:18:57,32.3
03/05/2024 02:28:57,32.1
03/05/2024 02:38:56,32.1
03/05/2024 02:48:54,32.1
03/05/2024 02:58:55,32.9
03/05/2024 03:08:54,32.5
03/05/2024 03:18:53,32.1
03/05/2024 03:28:53,32.1
03/05/2024 03:38:52,32.2
03/05/2024 03:48:51,32.1
03/05/2024 03:58:51,33.3
03/05/2024 04:08:50,33.5
03/05/2024 04:18:50,33.5
03/05/2024 04:28:50,32.9
03/05/2024 04:38:49,32.7
03/05/2024 04:48:48,32.6
03/05/2024 04:58:48,32.5
03/05/2024 05:08:47,32.5
03/05/2024 05:18:47,32.4
03/05/2024 05:28:46,32.4
03/05/2024 05:38:46,32.4
03/05/2024 05:48:46,32.4
03/05/2024 05:58:45,32.3
03/05/2024 06:08:45,32.4
03/05/2024 06:18:44,32.3
03/05/2024 06:28:44,32.3
03/05/2024 06:38:44,32.3
03/05/2024 06:48:43,32.3
03/05/2024 06:58:43,21.7
03/05/2024 07:08:43,16.5
03/05/2024 07:18:43,14.8
03/05/2024 07:28:43,13.7
03/05/2024 07:38:43,13.3
03/05/2024 07:48:43,13
03/05/2024 07:58:42,13.3
03/05/2024 08:08:42,13.2
03/05/2024 08:18:41,12.8
03/05/2024 08:28:40,13
03/05/2024 08:38:40,13.1
03/05/2024 08:48:40,13.6
03/05/2024 08:58:39,13.7
03/05/2024 09:08:39,13.7
03/05/2024 09:18:38,13.2
03/05/2024 09:28:38,13.6
03/05/2024 09:38:38,13.3
03/05/2024 09:48:37,18.5
03/05/2024 09:58:37,18.1
03/05/2024 10:08:37,17.5
03/05/2024 10:18:37,17.3
03/05/2024 10:28:36,17.1
03/05/2024 10:38:35,16.8
03/05/2024 10:48:35,17.5
03/05/2024 10:58:34,17
03/05/2024 11:08:34,16.6
03/05/2024 11:18:33,16.2
03/05/2024 11:28:33,15.8
03/05/2024 11:38:33,15.6
03/05/2024 11:48:32,15.8
03/05/2024 11:58:32,15.6
03/05/2024 12:08:31,16.6
03/05/2024 12:18:30,16.1
03/05/2024 12:28:30,15.6
03/05/2024 12:38:28,14.1
03/05/2024 12:48:29,13.7
03/05/2024 12:58:28,13.2
03/05/2024 13:08:28,13.5
03/05/2024 13:18:27,13.5
03/05/2024 13:28:27,13.5
03/05/2024 13:38:27,13.4
03/05/2024 13:48:26,13.4
03/05/2024 13:58:25,13.2
03/05/2024 14:08:25,16.5
03/05/2024 14:18:24,18.3
03/05/2024 14:28:23,17.7
03/05/2024 14:38:23,17.9
03/05/2024 14:48:22,18.2
03/05/2024 14:58:21,17.5
03/05/2024 15:08:21,17.1
03/05/2024 15:18:20,17.7
03/05/2024 15:28:19,16.7
03/05/2024 15:38:18,16.4
03/05/2024 15:48:18,16.2
03/05/2024 15:58:17,16.2
03/05/2024 16:08:16,16
03/05/2024 16:18:15,16.3
03/05/2024 16:28:15,16.1
03/05/2024 16:38:14,15.9
03/05/2024 16:48:14,15.9
03/05/2024 16:58:13,15.9
03/05/2024 17:08:13,15.6
03/05/2024 17:18:12,16.7
03/05/2024 17:28:11,15.7
03/05/2024 17:38:10,15.3
03/05/2024 17:48:10,16.8
03/05/2024 17:58:10,15.6
03/05/2024 18:08:09,16.5
03/05/2024 18:18:08,14.8
03/05/2024 18:28:08,27.6
03/05/2024 18:38:07,29.2
03/05/2024 18:48:06,29.4
03/05/2024 18:58:05,29.6
03/05/2024 19:08:04,29.9
03/05/2024 19:18:03,29.9
03/05/2024 19:28:02,30.1
03/05/2024 19:38:02,30.2
03/05/2024 19:48:01,30.4
03/05/2024 19:58:00,30.5
03/05/2024 20:07:59,31.3
03/05/2024 20:17:59,30.9
03/05/2024 20:27:58,30.6
03/05/2024 20:37:57,30.7
03/05/2024 20:47:57,30.7
03/05/2024 20:57:57,30.8
03/05/2024 21:07:57,31.5
03/05/2024 21:17:56,31.2
03/05/2024 21:27:56,30.9
03/05/2024 21:37:54,30.8
03/05/2024 21:47:53,30.9
03/05/2024 21:57:54,30.8
03/05/2024 22:07:52,31.7
03/05/2024 22:17:52,32.1
03/05/2024 22:27:51,32.3
03/05/2024 22:37:51,31.7
03/05/2024 22:47:50,31.4
03/05/2024 22:57:50,31.3
03/05/2024 23:07:50,31.2
03/05/2024 23:17:49,31.1
03/05/2024 23:27:49,31.3
03/05/2024 23:37:48,31.2
03/05/2024 23:47:48,31.1
03/05/2024 23:57:47,31.3
04/05/2024 00:07:47,31.3
04/05/2024 00:17:46,31.3
04/05/2024 00:27:46,31.4
04/05/2024 00:37:45,31.3
04/05/2024 00:47:45,31.4
04/05/2024 00:57:45,31.3
04/05/2024 01:07:43,31.9
04/05/2024 01:17:44,32.5
04/05/2024 01:27:43,32.5
04/05/2024 01:37:42,32.4
04/05/2024 01:47:41,31.8
04/05/2024 01:57:41,31.7
04/05/2024 02:07:40,31.5
04/05/2024 02:17:39,31.6
04/05/2024 02:27:38,31.6
04/05/2024 02:37:38,31.6
04/05/2024 02:47:37,31.6
04/05/2024 02:57:36,31.6
04/05/2024 03:07:36,31.6
04/05/2024 03:17:36,31.7
04/05/2024 03:27:35,31.7
04/05/2024 03:37:35,31.7
04/05/2024 03:47:34,31.7
04/05/2024 03:57:34,31.6
04/05/2024 04:07:33,31.7
04/05/2024 04:17:33,32.6
04/05/2024 04:27:32,32
04/05/2024 04:37:32,31.8
04/05/2024 04:47:32,31.9
04/05/2024 04:57:32,31.7
04/05/2024 05:07:31,32.5
04/05/2024 05:17:31,32.9
04/05/2024 05:27:31,32.9
04/05/2024 05:37:30,32.5
04/05/2024 05:47:30,32.3
04/05/2024 05:57:29,32.2
04/05/2024 06:07:29,32.1
04/05/2024 06:17:28,32.2
04/05/2024 06:27:27,32.1
04/05/2024 06:37:27,32
04/05/2024 06:47:26,32.1
04/05/2024 06:57:26,32.1
04/05/2024 07:07:24,32.1
04/05/2024 07:17:25,32.1
04/05/2024 07:27:25,32.1
04/05/2024 07:37:24,32.1
04/05/2024 07:47:24,32.1
04/05/2024 07:57:24,32.1
04/05/2024 08:07:23,32.7
04/05/2024 08:17:22,33
04/05/2024 08:27:22,33.2
04/05/2024 08:37:21,32.7
04/05/2024 08:47:20,32.3
04/05/2024 08:57:20,32.2
04/05/2024 09:07:20,32.1
04/05/2024 09:17:20,32.1
04/05/2024 09:27:19,32
04/05/2024 09:37:18,32
04/05/2024 09:47:18,32
04/05/2024 09:57:17,32
04/05/2024 10:07:16,32
04/05/2024 10:17:16,32
04/05/2024 10:27:16,32.1
04/05/2024 10:37:15,32
04/05/2024 10:47:14,32
04/05/2024 10:57:14,32.1
04/05/2024 11:07:13,32
04/05/2024 11:17:13,32.9
04/05/2024 11:27:12,33.1
04/05/2024 11:37:12,33.1
04/05/2024 11:47:12,32.4
04/05/2024 11:57:11,32.2
04/05/2024 12:07:11,32.1
04/05/2024 12:17:11,32.1
04/05/2024 12:27:10,32
04/05/2024 12:37:10,32.1
04/05/2024 12:47:09,32
04/05/2024 12:57:09,32
04/05/2024 13:07:09,32
04/05/2024 13:17:08,32
04/05/2024 13:27:06,32.1
04/05/2024 13:37:07,32
04/05/2024 13:47:06,32.1
04/05/2024 13:57:05,32.1
04/05/2024 14:07:04,32
04/05/2024 14:17:04,32.9
04/05/2024 14:27:03,32.3
04/05/2024 14:37:03,32.2
04/05/2024 14:47:03,32.1
04/05/2024 14:57:02,32.1
04/05/2024 15:07:02,32.1
04/05/2024 15:17:02,32.9
04/05/2024 15:27:01,33.2
04/05/2024 15:37:00,33.2
04/05/2024 15:47:00,32.5
04/05/2024 15:57:00,32.3
04/05/2024 16:06:59,32.2
04/05/2024 16:16:59,32.3
04/05/2024 16:26:58,32.2
04/05/2024 16:36:58,32.3
04/05/2024 16:46:58,32.2
04/05/2024 16:56:57,32.1
04/05/2024 17:06:57,32.3
04/05/2024 17:16:56,32.2
04/05/2024 17:26:55,32.2
04/05/2024 17:36:54,32.2
04/05/2024 17:46:53,32.1
04/05/2024 17:56:52,32.1
04/05/2024 18:06:53,32.1
04/05/2024 18:16:53,32.8
04/05/2024 18:26:52,32.3
04/05/2024 18:36:52,32.2
04/05/2024 18:46:51,32.2
04/05/2024 18:56:51,32.1
04/05/2024 19:06:50,32.5
04/05/2024 19:16:49,33.1
04/05/2024 19:26:48,33.2
04/05/2024 19:36:47,32.8
04/05/2024 19:46:47,32.5
04/05/2024 19:56:47,32.4
04/05/2024 20:06:46,32.3
04/05/2024 20:16:46,32.3
04/05/2024 20:26:45,32.3
04/05/2024 20:36:44,32.3
04/05/2024 20:46:44,32.3
04/05/2024 20:56:44,32.2
04/05/2024 21:06:43,32.2
04/05/2024 21:16:43,32.2
04/05/2024 21:26:42,32.2
04/05/2024 21:36:41,32.2
04/05/2024 21:46:41,32.1
04/05/2024 21:56:41,32.1
04/05/2024 22:06:40,32.3
04/05/2024 22:16:40,33
04/05/2024 22:26:39,33.1
04/05/2024 22:36:39,33
04/05/2024 22:46:38,32.5
04/05/2024 22:56:38,32.4
04/05/2024 23:06:38,32.4
04/05/2024 23:16:37,32.3
04/05/2024 23:26:37,32.2
04/05/2024 23:36:36,32.3
04/05/2024 23:46:36,32.3
04/05/2024 23:56:36,32.2
05/05/2024 00:06:36,32.2
05/05/2024 00:16:35,32.2
05/05/2024 00:26:35,32.2
05/05/2024 00:36:34,32.3
05/05/2024 00:46:33,32.2
05/05/2024 00:56:33,32.2
05/05/2024 01:06:33,32.3
05/05/2024 01:16:32,33
05/05/2024 01:26:31,33.2
05/05/2024 01:36:31,33.2
05/05/2024 01:46:31,32.5
05/05/2024 01:56:30,32.4
05/05/2024 02:06:30,32.3
05/05/2024 02:16:29,32.3
05/05/2024 02:26:29,32.3
05/05/2024 02:36:29,32.2
05/05/2024 02:46:28,32.2
05/05/2024 02:56:28,32.2
05/05/2024 03:06:28,32.2
05/05/2024 03:16:27,32.2
05/05/2024 03:26:27,32.1
05/05/2024 03:36:26,32.2
05/05/2024 03:46:26,32.2
05/05/2024 03:56:25,32.3
05/05/2024 04:06:25,32.2
05/05/2024 04:16:25,33
05/05/2024 04:26:24,33.2
05/05/2024 04:36:23,33.3
05/05/2024 04:46:23,32.6
05/05/2024 04:56:22,32.5
05/05/2024 05:06:22,32.3
05/05/2024 05:16:21,32.4
05/05/2024 05:26:21,32.3
05/05/2024 05:36:22,32.3
05/05/2024 05:46:20,32.2
05/05/2024 05:56:21,32.3
05/05/2024 06:06:20,32.2
05/05/2024 06:16:19,32.2
05/05/2024 06:26:20,32.1
05/05/2024 06:36:19,32.2
05/05/2024 06:46:18,32.2
05/05/2024 06:56:19,32.2
05/05/2024 07:06:17,32.3
05/05/2024 07:16:18,32.8
05/05/2024 07:26:17,33.2
05/05/2024 07:36:17,33.3
05/05/2024 07:46:16,32.7
05/05/2024 07:56:17,32.5
05/05/2024 08:06:16,32.4
05/05/2024 08:16:15,32.3
05/05/2024 08:26:15,32.3
05/05/2024 08:36:15,32.3
05/05/2024 08:46:14,32.3
05/05/2024 08:56:14,32.3
05/05/2024 09:06:13,32.2
05/05/2024 09:16:13,32.2
05/05/2024 09:26:12,32.2
05/05/2024 09:36:12,32.3
05/05/2024 09:46:11,32.2
05/05/2024 09:56:10,32.2
05/05/2024 10:06:10,32.3
05/05/2024 10:16:10,32.5
05/05/2024 10:26:08,33.1
05/05/2024 10:36:08,33.2
05/05/2024 10:46:07,33.1
05/05/2024 10:56:07,32.7
05/05/2024 11:06:07,32.5
05/05/2024 11:16:06,32.5
05/05/2024 11:26:06,32.5
05/05/2024 11:36:05,32.5
05/05/2024 11:46:04,32.4
05/05/2024 11:56:04,32.4
05/05/2024 12:06:03,32.4
05/05/2024 12:16:02,32.4
05/05/2024 12:26:02,32.4
05/05/2024 12:36:02,32.3
05/05/2024 12:46:00,32.4
05/05/2024 12:56:01,32.4
05/05/2024 13:05:59,32.4
05/05/2024 13:15:59,32.4
05/05/2024 13:25:58,33.1
05/05/2024 13:35:58,33.4
05/05/2024 13:45:57,33.5
05/05/2024 13:55:56,32.8
05/05/2024 14:05:56,32.7
05/05/2024 14:15:56,32.6
05/05/2024 14:25:55,32.7
05/05/2024 14:35:55,32.7
05/05/2024 14:45:55,32.6
05/05/2024 14:55:54,32.7
05/05/2024 15:05:53,32.6
05/05/2024 15:15:51,32.7
05/05/2024 15:25:52,32.6
05/05/2024 15:35:52,32.6
05/05/2024 15:45:52,32.7
05/05/2024 15:55:51,32.6
05/05/2024 16:05:50,32.7
05/05/2024 16:15:49,32.7
05/05/2024 16:25:49,33.2
05/05/2024 16:35:48,33.4
05/05/2024 16:45:48,33.5
05/05/2024 16:55:47,33
05/05/2024 17:05:47,32.9
05/05/2024 17:15:47,32.8
05/05/2024 17:25:44,32.8
05/05/2024 17:35:44,32.8
05/05/2024 17:45:45,32.8
05/05/2024 17:55:45,32.8
05/05/2024 18:05:44,32.8
05/05/2024 18:15:43,32.9
05/05/2024 18:25:43,32.9
05/05/2024 18:35:43,32.9
05/05/2024 18:45:42,32.9
05/05/2024 18:55:41,33
05/05/2024 19:05:41,32.9
05/05/2024 19:15:41,32.9
05/05/2024 19:25:40,33.4
05/05/2024 19:35:40,33.6
05/05/2024 19:45:39,33.7
05/05/2024 19:55:39,33.3
05/05/2024 20:05:39,33.2
05/05/2024 20:15:38,33.1
05/05/2024 20:25:38,33
05/05/2024 20:35:38,33
05/05/2024 20:45:38,33
05/05/2024 20:55:38,33
05/05/2024 21:05:37,33
05/05/2024 21:15:37,33
05/05/2024 21:25:36,33
05/05/2024 21:35:36,33.1
05/05/2024 21:45:36,33
05/05/2024 21:55:35,33.1
05/05/2024 22:05:35,33.1
05/05/2024 22:15:34,33
05/05/2024 22:25:33,33.6
05/05/2024 22:35:33,33.5
05/05/2024 22:45:33,33.2
05/05/2024 22:55:32,33.1
05/05/2024 23:05:32,33.1
05/05/2024 23:15:32,33.1
05/05/2024 23:25:31,33.5
05/05/2024 23:35:30,33.8
05/05/2024 23:45:31,33.8
05/05/2024 23:55:31,33.5
06/05/2024 00:05:30,33.3
06/05/2024 00:15:30,33.2
06/05/2024 00:25:30,33.1
06/05/2024 00:35:30,33.1
06/05/2024 00:45:30,33.1
06/05/2024 00:55:29,33.2
06/05/2024 01:05:29,33.2
06/05/2024 01:15:29,33.1
06/05/2024 01:25:29,33.1
06/05/2024 01:35:29,33.1
06/05/2024 01:45:28,33.2
06/05/2024 01:55:28,33.2
06/05/2024 02:05:28,33.2
06/05/2024 02:15:28,33.2
06/05/2024 02:25:28,33.7
06/05/2024 02:35:27,33.9
06/05/2024 02:45:26,33.9
06/05/2024 02:55:26,33.6
06/05/2024 03:05:26,33.3
06/05/2024 03:15:25,33.2
06/05/2024 03:25:25,33.2
06/05/2024 03:35:24,33.2
06/05/2024 03:45:24,33.1
06/05/2024 03:55:24,33.2
06/05/2024 04:05:24,33.2
06/05/2024 04:15:24,33.1
06/05/2024 04:25:23,33.1
06/05/2024 04:35:23,33.1
06/05/2024 04:45:23,33.1
06/05/2024 04:55:23,33.2
06/05/2024 05:05:22,33.2
06/05/2024 05:15:22,33.1
06/05/2024 05:25:22,33.7
06/05/2024 05:35:22,33.5
06/05/2024 05:45:21,33.3
06/05/2024 05:55:21,33.3
06/05/2024 06:05:21,33.2
06/05/2024 06:15:21,33.2
06/05/2024 06:25:20,33.8
06/05/2024 06:35:20,33.4
06/05/2024 06:45:20,33.2
06/05/2024 06:55:20,33.2
06/05/2024 07:05:20,33.2
06/05/2024 07:15:20,21.8
06/05/2024 07:25:19,17.3
06/05/2024 07:35:20,15.8
06/05/2024 07:45:20,14.6
06/05/2024 07:55:19,13.6
06/05/2024 08:05:19,13.6
06/05/2024 08:15:18,14
06/05/2024 08:25:18,14
06/05/2024 08:35:18,14.2
06/05/2024 08:45:19,14.2
06/05/2024 08:55:17,13.8
06/05/2024 09:05:17,13.9
06/05/2024 09:15:17,14
06/05/2024 09:25:16,29.1
06/05/2024 09:35:14,29.9
06/05/2024 09:45:13,30
06/05/2024 09:55:12,30
06/05/2024 10:05:12,30.2
06/05/2024 10:15:11,30.3
06/05/2024 10:25:11,30.2
06/05/2024 10:35:11,30
06/05/2024 10:45:10,30
06/05/2024 10:55:09,30
06/05/2024 11:05:09,30
06/05/2024 11:15:09,30
06/05/2024 11:25:09,30
06/05/2024 11:35:08,30
06/05/2024 11:45:08,30
06/05/2024 11:55:07,30
06/05/2024 12:05:07,30
06/05/2024 12:15:07,30
06/05/2024 12:25:05,30
06/05/2024 12:35:05,30.3
06/05/2024 12:45:05,30.3
06/05/2024 12:55:04,30.4
06/05/2024 13:05:04,30
06/05/2024 13:15:03,29.9
06/05/2024 13:25:02,29.8
06/05/2024 13:35:02,29.7
06/05/2024 13:45:02,29.8
06/05/2024 13:55:01,29.9
06/05/2024 14:05:01,29.9
06/05/2024 14:15:01,29.8
06/05/2024 14:25:01,29.8
06/05/2024 14:35:00,29.8
06/05/2024 14:45:00,29.7
06/05/2024 14:54:59,29.6
06/05/2024 15:04:58,29.6
06/05/2024 15:14:57,29.3
06/05/2024 15:24:56,29.4
06/05/2024 15:34:55,29.6
06/05/2024 15:44:54,29.6
06/05/2024 15:54:54,29.7
06/05/2024 16:04:53,29.7
06/05/2024 16:14:53,29.1
06/05/2024 16:24:53,29
06/05/2024 16:34:51,29.1
06/05/2024 16:44:51,20.8
06/05/2024 16:54:50,19.3
06/05/2024 17:04:49,28.9
06/05/2024 17:14:49,29.2
06/05/2024 17:24:49,18.1
06/05/2024 17:34:48,19.6
06/05/2024 17:44:49,21.1
06/05/2024 17:54:48,15.6
06/05/2024 18:04:48,16.1
06/05/2024 18:14:47,29.2
06/05/2024 18:24:46,29.9
